timestamp,open,high,low,close,volume
2024-01-01,100.49671415301123,101.50168129454134,99.49174701148111,100.49671415301123,10000
2024-01-02,100.35844985184005,101.36203435035846,99.35486535332164,100.35844985184005,10000
2024-01-03,101.00613838994074,102.01619977384016,99.99607700604133,101.00613838994074,10000
2024-01-04,102.52916824634876,103.55445992881225,101.50387656388527,102.52916824634876,10000
2024-01-05,102.29501487162543,103.31796502034169,101.27206472290916,102.29501487162543,10000
2024-01-06,102.06087791467625,103.08148669382302,101.04026913552948,102.06087791467625,10000
2024-01-07,103.64009073018364,104.67649163748548,102.6036898228818,103.64009073018364,10000
2024-01-08,104.40752545933655,105.45160071392992,103.36345020474319,104.40752545933655,10000
2024-01-09,103.9380510734016,104.97743158413562,102.89867056266758,103.9380510734016,10000
2024-01-10,104.48061111698756,105.52541722815744,103.43580500581768,104.48061111698756,10000
2024-01-11,104.0171934241751,105.05736535841686,102.97702148993335,104.0171934241751,10000
2024-01-12,103.55146367060485,104.5869783073109,102.51594903389879,103.55146367060485,10000
2024-01-13,103.79342594217087,104.83136020159257,102.75549168274917,103.79342594217087,10000
2024-01-14,101.88014569751307,102.8989471544882,100.86134424053795,101.88014569751307,10000
2024-01-15,100.15522786500004,101.15678014365004,99.15367558635005,100.15522786500004,10000
2024-01-16,99.59294033575907,100.58886973911666,98.59701093240147,99.59294033575907,10000
2024-01-17,98.58010921542466,99.5659103075789,97.59430812327041,98.58010921542466,10000
2024-01-18,98.89435654801993,99.88330011350013,97.90541298253973,98.89435654801993,10000
2024-01-19,97.98633247249872,98.9661957972237,97.00646914777373,97.98633247249872,10000
2024-01-20,96.57402877116343,97.53976905887507,95.60828848345179,96.57402877116343,10000
2024-01-21,98.03967754008498,99.02007431548583,97.05928076468413,98.03967754008498,10000
2024-01-22,97.81390123959844,98.79204025199442,96.83576222720245,97.81390123959844,10000
2024-01-23,97.88142944428637,98.86024373872924,96.9026151498435,97.88142944428637,10000
2024-01-24,96.4566812580729,97.42124807065363,95.49211444549218,96.4566812580729,10000
2024-01-25,95.91229853354773,96.87142151888321,94.95317554821224,95.91229853354773,10000
2024-01-26,96.02322112325758,96.98345333449016,95.062988912025,96.02322112325758,10000
2024-01-27,94.87222754583529,95.82094982129364,93.92350527037694,94.87222754583529,10000
2024-01-28,95.24792556418096,96.20040481982277,94.29544630853916,95.24792556418096,10000
2024-01-29,94.64728687426215,95.59375974300477,93.70081400551953,94.64728687426215,10000
2024-01-30,94.35559312446888,95.29914905571357,93.4120371932242,94.35559312446888,10000
2024-01-31,93.75388651223948,94.69142537736187,92.81634764711708,93.75388651223948,10000
2024-02-01,95.60616469674842,96.5622263437159,94.65010304978094,95.60616469674842,10000
2024-02-02,95.59266747201049,96.5485941467306,94.63674079729039,95.59266747201049,10000
2024-02-03,94.53495654305459,95.48030610848514,93.58960697762404,94.53495654305459,10000
2024-02-04,95.35750145515777,96.31107646970935,94.4039264406062,95.35750145515777,10000
2024-02-05,94.13665780518676,95.07802438323863,93.19529122713489,94.13665780518676,10000
2024-02-06,94.3455214001915,95.28897661419342,93.40206618618959,94.3455214001915,10000
2024-02-07,92.38585127631173,93.30970978907484,91.46199276354861,92.38585127631173,10000
2024-02-08,91.05766522741331,91.96824187968744,90.14708857513918,91.05766522741331,10000
2024-02-09,91.25452646328243,92.16707172791526,90.3419811986496,91.25452646328243,10000
2024-02-10,91.99299304327783,92.91292297371061,91.07306311284506,91.99299304327783,10000
2024-02-11,92.1643613244678,93.08600493771249,91.24271771122312,92.1643613244678,10000
2024-02-12,92.04871304207957,92.96920017250036,91.12822591165877,92.04871304207957,10000
2024-02-13,91.74760934649028,92.66508543995518,90.83013325302538,91.74760934649028,10000
2024-02-14,90.26908735612285,91.17177822968408,89.36639648256163,90.26908735612285,10000
2024-02-15,89.54924314772813,90.44473557920541,88.65375071625085,89.54924314772813,10000
2024-02-16,89.08860437676836,89.97949042053604,88.19771833300068,89.08860437676836,10000
2024-02-17,90.14572660298727,91.04718386901715,89.24426933695739,90.14572660298727,10000
2024-02-18,90.48934489255574,91.3942383414813,89.58445144363017,90.48934489255574,10000
2024-02-19,88.72630473719299,89.61356778456492,87.83904168982106,88.72630473719299,10000
2024-02-20,89.0503887065878,89.94089259365367,88.15988481952192,89.0503887065878,10000
2024-02-21,88.66530642617147,89.55195949043319,87.77865336190975,88.66530642617147,10000
2024-02-22,87.98838442586552,88.86826827012418,87.10850058160686,87.98838442586552,10000
2024-02-23,88.60006071470639,89.48606132185346,87.71406010755932,88.60006071470639,10000
2024-02-24,89.63106023720233,90.52737083957436,88.73474963483031,89.63106023720233,10000
2024-02-25,90.56234035631853,91.46796375988171,89.65671695275535,90.56234035631853,10000
2024-02-26,89.7231228330959,90.62035406142687,88.82589160476493,89.7231228330959,10000
2024-02-27,89.41391045724468,90.30804956181713,88.51977135267224,89.41391045724468,10000
2024-02-28,89.74517388864824,90.64262562753473,88.84772214976175,89.74517388864824,10000
2024-02-29,90.7207190157706,91.6279262059283,89.81351182561289,90.7207190157706,10000
2024-03-01,90.24154477792531,91.14396022570456,89.33912933014606,90.24154477792531,10000
2024-03-02,90.0558858012615,90.95644465927411,89.15532694324888,90.0558858012615,10000
2024-03-03,88.94955082725546,89.83904633552802,88.0600553189829,88.94955082725546,10000
2024-03-04,87.7533442031748,88.63087764520655,86.87581076114306,87.7533442031748,10000
2024-03-05,88.565870025569,89.45152872582469,87.68021132531331,88.565870025569,10000
2024-03-06,89.92211005413982,90.82133115468122,89.02288895359843,89.92211005413982,10000
2024-03-07,89.85009993255949,90.74860093188508,88.9515989332339,89.85009993255949,10000
2024-03-08,90.85363283045152,91.76216915875604,89.945096502147,90.85363283045152,10000
2024-03-09,91.21526885549915,92.12742154405414,90.30311616694415,91.21526885549915,10000
2024-03-10,90.57014910089401,91.47585059190295,89.66444760988507,90.57014910089401,10000
2024-03-11,90.93154470640243,91.84086015346647,90.0222292593384,90.93154470640243,10000
2024-03-12,92.4695812728684,93.39427708559708,91.54488546013971,92.4695812728684,10000
2024-03-13,92.43375523375845,93.35809278609604,91.50941768142086,92.43375523375845,10000
2024-03-14,93.99839888957246,94.93838287846818,93.05841490067674,93.99839888957246,10000
2024-03-15,91.37865378548271,92.29244032333754,90.46486724762788,91.37865378548271,10000
2024-03-16,92.20055628985793,93.1225618527565,91.27855072695935,92.20055628985793,10000
2024-03-17,92.2876033580961,93.21047939167707,91.36472732451514,92.2876033580961,10000
2024-03-18,91.98859600763024,92.90848196770654,91.06871004755394,91.98859600763024,10000
2024-03-19,92.08035678416574,93.0011603520074,91.15955321632408,92.08035678416574,10000
2024-03-20,90.09278786956484,90.9937157482605,89.19185999086919,90.09278786956484,10000
2024-03-21,89.87311598172734,90.77184714154461,88.97438482191006,89.87311598172734,10000
2024-03-22,90.23022855323909,91.13253083877147,89.3279262677067,90.23022855323909,10000
2024-03-23,91.7081225979806,92.6252038239604,90.7910413720008,91.7081225979806,10000
2024-03-24,91.18985237970695,92.10175090350401,90.27795385590989,91.18985237970695,10000
2024-03-25,90.38135877681377,91.28517236458191,89.47754518904563,90.38135877681377,10000
2024-03-26,89.87960173322922,90.77839775056151,88.98080571589693,89.87960173322922,10000
2024-03-27,90.7950038509313,91.70295388944061,89.88705381242198,90.7950038509313,10000
2024-03-28,91.12375496059099,92.0349925101969,90.21251741098507,91.12375496059099,10000
2024-03-29,90.59399475682395,91.49993470439219,89.6880548092557,90.59399475682395,10000
2024-03-30,91.1072621899373,92.01833481183668,90.19618956803792,91.1072621899373,10000
2024-03-31,91.20433973928534,92.1163831366782,90.2922963418925,91.20433973928534,10000
2024-04-01,92.17298472981824,93.09471457711642,91.25125488252006,92.17298472981824,10000
2024-04-02,91.47093163594087,92.38564095230028,90.55622231958147,91.47093163594087,10000
2024-04-03,91.14326948934311,92.05470218423655,90.23183679444968,91.14326948934311,10000
2024-04-04,90.75116133621096,91.65867294957306,89.84364972284885,90.75116133621096,10000
2024-04-05,89.28764638807883,90.18052285195961,88.39476992419804,89.28764638807883,10000
2024-04-06,89.58376666514341,90.47960433179485,88.68792899849198,89.58376666514341,10000
2024-04-07,89.8448219373233,90.74327015669654,88.94637371795007,89.8448219373233,10000
2024-04-08,89.84993539396577,90.74843474790542,88.95143604002611,89.84993539396577,10000
2024-04-09,89.61534826059061,90.51150174319652,88.7191947779847,89.61534826059061,10000
2024-04-10,88.1999775185402,89.0819772937256,87.31797774335479,88.1999775185402,10000
